source_partition,market_id,market_name,audit_status,provenance,product_count,n_paths,n_source_markets
Electronics,local_91256ec4d49a247a5ec9,instant_film,CLEAN,manual_audit,53,1,1
Electronics,local_4aa92017b0082fb044c1,intercom_system,CLEAN,manual_audit,457,1,1
Electronics,local_ef1c7757e12ff1923f3a,internal_blu_ray_drive,CLEAN,manual_audit,93,1,1
Electronics,local_75b9597f91e9e95be567,internal_card_reader,CLEAN,manual_audit,31,1,1
Electronics,local_0dadfc76a15b199dc796,internal_hard_drive,CLEAN,manual_audit,513,1,1
Electronics,local_c7265812a402489caa4e,internal_optical_drive,CLEAN,manual_audit,128,1,1
Electronics,local_7db69a7fece86b6a5158,internet_radio,CLEAN,manual_audit,135,1,1
Electronics,local_e31c2a53a22548ee6105,ir_illuminator,CLEAN,manual_audit,93,1,1
Electronics,local_4c32f8c053180a54e6ce,isolation_transformer,CLEAN,manual_audit,204,1,1
Electronics,local_8508def8f7b8506f5517,keyboard,CLEAN,manual_audit,9060,3,3
Electronics,local_670569c568ed7c1b7114,keyboard_mouse_combo,CLEAN,manual_audit,1048,1,1
Electronics,local_3bc9d5db97e5b07f5d35,keyboard_skin,CLEAN,manual_audit,5877,2,2
Electronics,local_46b90827e9105802acb1,kvm_switch,CLEAN,manual_audit,1286,1,1
Electronics,local_2c8a01dda203bbae3ae3,label_tape,CLEAN,manual_audit,2405,1,1
Electronics,local_0121210ccde24bf49f42,laptop,CLEAN,manual_audit,28540,14,14
Electronics,local_7bbdfd159a20afe2955b,laptop_backpack,CLEAN,manual_audit,5929,2,2
Electronics,local_a8ebba000ab8847941d3,laptop_bag,CLEAN,manual_audit,5195,2,2
Electronics,local_953609eb374e12193163,laptop_battery,CLEAN,manual_audit,8122,2,2
Electronics,local_559696015a1f0b52e41f,laptop_briefcase,CLEAN,manual_audit,1815,2,2
Electronics,local_631c0c301a3873f77821,laptop_case,CLEAN,manual_audit,1323,4,4
Electronics,local_130a3e4f18d944937652,laptop_charger,CLEAN,manual_audit,12358,3,3
Electronics,local_be2513f715262fc16fdb,laptop_docking_station,CLEAN,manual_audit,1339,1,1
Electronics,local_3528daba917ce0bb4438,laptop_mount,CLEAN,manual_audit,83,2,2
Electronics,local_9625fafe6abf1c6c8403,laptop_network_adapter,CLEAN,manual_audit,134,1,1
Electronics,local_8120d7207fcee911f009,laptop_screen,CLEAN,manual_audit,2255,1,1
Electronics,local_a4706362947b21e38a55,laptop_screen_privacy_filter,CLEAN,manual_audit,454,1,1
Electronics,local_283b42b27562c3add021,laptop_screen_protector,CLEAN,manual_audit,301,2,2
Electronics,local_de54d31f28ead7fc42b4,laptop_security_lock,CLEAN,manual_audit,182,1,1
Electronics,local_8508b500b8f0f8a901d9,laptop_skin,CLEAN,manual_audit,2418,3,3
Electronics,local_41a451712f9dcc72db45,laptop_sleeve,CLEAN,manual_audit,7521,2,2
Electronics,local_496af1ba58c4e0655d4c,laptop_stand,CLEAN,manual_audit,5252,1,1
Electronics,local_88d233bedfeca7f6e50c,lcd_writing_tablet,CLEAN,manual_audit,585,1,1
Electronics,local_2d73fbd07c0b3cca3f51,led_light_strip,CLEAN,manual_audit,12,1,1
Electronics,local_ae250372bbf30f0289aa,led_strip,CLEAN,manual_audit,12,1,1
Electronics,local_d56df8eec42f58992c95,lens_case,CLEAN,manual_audit,308,1,1
Electronics,local_5f05369c3b16ffba3d4b,lens_support,CLEAN,manual_audit,41,1,1
Electronics,local_1b548f4d80da24df8d55,light_diffuser,CLEAN,manual_audit,129,1,1
Electronics,local_5394e56764c12c01b645,light_meter,CLEAN,manual_audit,168,2,2
Electronics,local_64e20d7f37927a1f79d0,light_reflector,CLEAN,manual_audit,878,1,1
Electronics,local_e4866b78c7badc77c395,light_stand,CLEAN,manual_audit,808,1,1
Electronics,local_3129c87f80fa03f76755,lighting_filter,CLEAN,manual_audit,242,1,1
Electronics,local_e83d87ba9eab588a828f,lighting_mounting_hardware,CLEAN,manual_audit,215,1,1
Electronics,local_12e5f49df69c7d29f063,lighting_umbrella,CLEAN,manual_audit,223,1,1
Electronics,local_6c16815561655fed3271,lightning_cable,CLEAN,manual_audit,4971,1,1
Electronics,local_aee7731d157d111e47a5,lightning_hdmi_adapter,CLEAN,manual_audit,317,1,1
Electronics,local_ee8288ac286103dd5f8c,marine_amplifier,CLEAN,manual_audit,23,1,1
Electronics,local_8a90d0320c36e8a71d0e,marine_antenna,CLEAN,manual_audit,80,3,3
Electronics,local_64be8996ce3ea2017d53,marine_audio_system,CLEAN,manual_audit,151,3,3
Electronics,local_44df4d42dfc4165814ed,marine_autopilot,CLEAN,manual_audit,14,1,1
Electronics,local_336d18d5adb3cc544ac4,marine_gps_chartplotter,CLEAN,manual_audit,145,1,1
Electronics,local_ba9d6ee9236e4a03aed4,marine_radar_system,CLEAN,manual_audit,30,1,1
Electronics,local_a25bc6b8db7f89a56412,marine_radio,CLEAN,manual_audit,91,2,2
Electronics,local_41de9ab2d460591a04c9,marine_radio_cover,CLEAN,manual_audit,9,1,1
Electronics,local_04d39cfac737b047c2d6,marine_speaker,CLEAN,manual_audit,30,3,3
Electronics,local_528e4739af95920defb3,marine_stereo,CLEAN,manual_audit,55,2,2
Electronics,local_331ea6c8173c0588eea7,marine_subwoofer,CLEAN,manual_audit,13,1,1
Electronics,local_fbf891e5d769dc7a8317,matte_box,CLEAN,manual_audit,71,1,1
Electronics,local_785ae107132df907f799,media_player,CLEAN,manual_audit,10,1,1
Electronics,local_ca28376a1a9126a6f11d,media_storage_sleeves,CLEAN,manual_audit,15,1,1
Electronics,local_2b9fefcf0c625787d89b,medium_format_film_camera,CLEAN,manual_audit,23,1,1
Electronics,local_07490a591aaca21f0e07,memory_card_adapter,CLEAN,manual_audit,305,2,2
Electronics,local_e9f23f8bd86e5822b4de,memory_card_case,CLEAN,manual_audit,366,1,1
Electronics,local_8b6488db4c2a2e3aae15,memory_card_reader,CLEAN,manual_audit,3746,1,1
Electronics,local_15abaff137a4b38bebb8,mesh_wifi_system,CLEAN,manual_audit,283,1,1
Electronics,local_78281855b777a6b4df48,micro_sd_card,CLEAN,manual_audit,4936,1,1
Electronics,local_4892dc183f8bc269fe6a,microcassette_recorder,CLEAN,manual_audit,254,1,1
Electronics,local_55132477988878c83bc7,microfiber_cloth,CLEAN,manual_audit,191,1,1
Electronics,local_125239e7199de2dd18e2,microphone,CLEAN,manual_audit,41,1,1
Electronics,local_3c3ae132075222fd1ed9,microscope,CLEAN,manual_audit,378,2,2
Electronics,local_61ad0008361ad8b0ca74,microscope_adapter,CLEAN,manual_audit,16,1,1
Electronics,local_679eea082724b13d4c85,microscope_lens,CLEAN,manual_audit,119,1,1
Electronics,local_7de794db608ac59b95c6,mini_dv_tape,CLEAN,manual_audit,58,1,1
Electronics,local_ca41dc67db79238773aa,mini_sas_cable,CLEAN,manual_audit,55,1,1
Electronics,local_20e3f8fe77b94a9f253d,minidisc,CLEAN,manual_audit,35,1,1
Electronics,local_8be24f1b8e9a1a78292c,minidisc_player,CLEAN,manual_audit,28,1,1
Electronics,local_20beedc5393921662121,mining_rig,CLEAN,manual_audit,19,2,2
Electronics,local_39dffc488b5f192aa296,mirror_dash_cam,CLEAN,manual_audit,434,1,1
Electronics,local_cf7af9bf1a9f9ac63145,mirrorless_camera,CLEAN,manual_audit,1055,1,1
Electronics,local_f005006f0e748a515257,mobile_hotspot,CLEAN,manual_audit,45,1,1
Electronics,local_c448bb6a4825f969c639,modem,CLEAN,manual_audit,695,1,1
Electronics,local_7d7bc4b95cb634554fa4,modem_cable,CLEAN,manual_audit,87,1,1
Electronics,local_db3fac441b21c244ff87,modem_router_combo,CLEAN,manual_audit,75,1,1
Electronics,local_56f9e05380a66fc74cf7,monitor_arm,CLEAN,manual_audit,1101,1,1
Electronics,local_7fec59b8a3d7c230a8cf,monitor_controller,CLEAN,manual_audit,30,1,1
Electronics,local_9cb10e217d2e62bd02cd,monitor_dust_cover,CLEAN,manual_audit,245,1,1
Electronics,local_0c83140b8d6a31c940a4,monitor_mount,CLEAN,manual_audit,209,2,2
Electronics,local_45952d0c7604324c7f10,monitor_privacy_filter,CLEAN,manual_audit,637,1,1
Electronics,local_062cd2cd5a6dba370912,monitor_stand,CLEAN,manual_audit,3186,3,3
Electronics,local_808d2b9bc458dbc79c4a,monocular_telescope,CLEAN,manual_audit,2086,1,1
Electronics,local_dee02137c2050bd8158a,monopod_head,CLEAN,manual_audit,9,1,1
Electronics,local_22941c08d58eac594942,motherboard,CLEAN,manual_audit,4438,1,1
Electronics,local_5c45778211233b9b36db,motion_detector,CLEAN,manual_audit,693,1,1
Electronics,local_4ac01b22cd14a9351cfc,motorcycle_helmet_headset,CLEAN,manual_audit,189,1,1
Electronics,local_a483982e3831e04b93b7,mouse_pad,CLEAN,manual_audit,38,3,3
Electronics,local_2aba6ec4df99a6b09474,mp3_player,CLEAN,manual_audit,4464,5,5
Electronics,local_0ed4b4c1dfe91f53ef15,mp3_player_armband,CLEAN,manual_audit,165,1,1
Electronics,local_1a613799e9381ad9d238,mp3_player_case,CLEAN,manual_audit,5816,2,2
Electronics,local_10c19e113b15ce79ff21,mp3_screen_protector,CLEAN,manual_audit,333,1,1
Electronics,local_5d8012bd5da5a505b44f,nas,CLEAN,manual_audit,842,2,2
Electronics,local_3228e29988d0f383d707,nas_enclosure,CLEAN,manual_audit,53,1,1
Electronics,local_e8219cb504251d632145,netbook,CLEAN,manual_audit,16,1,1
Electronics,local_1241f57577d12cb85689,network_cable,CLEAN,manual_audit,57,3,3
Electronics,local_18a2c3c5c9da3797588c,network_cable_adapter,CLEAN,manual_audit,219,1,1
Electronics,local_bb02f79b26d401f9895d,network_camera,CLEAN,manual_audit,37,2,2
Electronics,local_2956722b64c5ed68dcd0,network_card,CLEAN,manual_audit,949,1,1
Electronics,local_34bfb2b5f0c8ccc93931,network_security_appliance,CLEAN,manual_audit,148,2,2
Electronics,local_08c1d8bc3ed39500566a,network_switch,CLEAN,manual_audit,1455,3,3
Electronics,local_65e2763cb0e64f29543c,network_transceiver,CLEAN,manual_audit,332,1,1
Electronics,local_c19c15f2a83969cf486f,networking_antenna,CLEAN,manual_audit,16,1,1
Electronics,local_a21189d99d067f8b0353,neutral_density_filter,CLEAN,manual_audit,630,1,1
Electronics,local_5e011356f3d1ed9884f9,noise_filter,CLEAN,manual_audit,203,1,1
Electronics,local_3d8ec71fc0c55104313a,numeric_keypad,CLEAN,manual_audit,413,1,1
Electronics,local_83a5ee457f18a74b4e14,nvr_security_camera_system,CLEAN,manual_audit,159,1,1
Electronics,local_612dbf1ddca9d416db91,oled_tv,CLEAN,manual_audit,87,1,1
Electronics,local_5dd5c22915b94a5ba5de,on_camera_video_light,CLEAN,manual_audit,1219,1,1
Electronics,local_2ba72af5e256d77b0549,on_ear_headphones,CLEAN,manual_audit,1378,1,1
Electronics,local_4050b27255e5e57091c6,open_ear_headphones,CLEAN,manual_audit,196,1,1
Electronics,local_e01ce1e8e4dfc7adbb01,opera_glasses,CLEAN,manual_audit,44,1,1
Electronics,local_2a601970f697b47d7497,optical_disc_cleaner,CLEAN,manual_audit,14,1,1
Electronics,local_2d67c1acd2f752318196,optical_drive,CLEAN,manual_audit,1700,6,6
Electronics,local_03231370a7562d28e16d,outdoor_speaker,CLEAN,manual_audit,130,1,1
Electronics,local_528266a918e239d8dd02,over_ear_headphones,CLEAN,manual_audit,1807,2,2
Electronics,local_3e20617f06bf9d8fd47b,parallel_cable,CLEAN,manual_audit,61,1,1
Electronics,local_debcb296536aef92f0b0,parallel_port_card,CLEAN,manual_audit,18,1,1
Electronics,local_942deb274f7dc22ddd53,patch_panel,CLEAN,manual_audit,98,1,1
Electronics,local_22d15fb74c2d7b4b94cc,pc_ram,CLEAN,manual_audit,99,1,1
Electronics,local_8d8c58718f5f75914ff1,pci_e_riser_adapter,CLEAN,manual_audit,181,1,1
Electronics,local_8830313dee06fccb162b,pdu,CLEAN,manual_audit,142,2,2
Electronics,local_54f4eab21a7bf410528a,phone_camera_lens,CLEAN,manual_audit,208,3,3
Electronics,local_32df1ffd26ca69ce32dd,phone_card,CLEAN,manual_audit,44,1,1
Electronics,local_05e48f702bf4392afd13,phone_case,CLEAN,manual_audit,352,37,37
Electronics,local_5c6cec0525b1b8e5fa38,phone_jack,CLEAN,manual_audit,29,1,1
Electronics,local_03cf1687bc8eed75db17,phone_mount,CLEAN,manual_audit,14,5,5
Electronics,local_6eeef3dcc4cf2dac0fce,photo_backdrop_stand,CLEAN,manual_audit,144,1,1
Electronics,local_c6ef11d282a2d40a6e0e,photo_enlarging_paper,CLEAN,manual_audit,52,1,1
Electronics,local_213988713263370e4b9d,photo_mat,CLEAN,manual_audit,227,1,1
Electronics,local_0aecb4e111f312f9487d,photo_shooting_table,CLEAN,manual_audit,31,1,1
Electronics,local_8ef71388dcbe6f8e855c,photo_storage_box,CLEAN,manual_audit,116,1,1
Electronics,local_4d298b7a38b52c1549c1,photo_storage_pages,CLEAN,manual_audit,31,1,1
Electronics,local_41437966807e4b08080f,photo_studio_tent,CLEAN,manual_audit,628,2,2
Electronics,local_b0ece7bea8892c615f9c,poe_injector,CLEAN,manual_audit,300,1,1
Electronics,local_3f27105fb98d36bef5a6,portable_dvd_player,CLEAN,manual_audit,1302,4,4
Electronics,local_fce178ac685c7558b4d4,portable_line_in_speaker,CLEAN,manual_audit,237,1,1
Electronics,local_f1e149d6bc894d6f4852,portable_photo_printer,CLEAN,manual_audit,117,1,1
Electronics,local_7e17cf0863da88f668eb,portable_radio,CLEAN,manual_audit,518,1,1
Electronics,local_6f9bc3f8d775a69e70b5,portable_speaker,CLEAN,manual_audit,190,3,3
Electronics,local_7abd5821cba428fcdc82,portable_tv,CLEAN,manual_audit,196,3,3
Electronics,local_9312fddd615cc2cb6a25,power_amplifier,CLEAN,manual_audit,28,1,1
Electronics,local_e0f96116da4cbc601780,power_conditioner,CLEAN,manual_audit,46,1,1
Electronics,local_079edba2b42ec698f592,power_converter,CLEAN,manual_audit,1426,1,1
Electronics,local_1a2f5c944eebdd380210,power_distribution_block,CLEAN,manual_audit,312,3,3
Electronics,local_4b90ad7fcb05bdfe431f,power_inverter,CLEAN,manual_audit,1557,1,1
Electronics,local_424c91c592b6b4447bfd,power_pack,CLEAN,manual_audit,12,1,1
Electronics,local_18d01e5938daeb99fd5a,power_strip,CLEAN,manual_audit,4400,4,4
Electronics,local_c0a5647ad7b794abb546,powerline_adapter,CLEAN,manual_audit,103,1,1
Electronics,local_6ddf95a67222d950916f,print_server,CLEAN,manual_audit,265,1,1
Electronics,local_56a76f7cc3f1ad8148a4,printer,CLEAN,manual_audit,52,4,4
Electronics,local_0820b0d677207704040f,printer_cover,CLEAN,manual_audit,96,1,1
Electronics,local_3e5a132bdcadf34fae26,professional_video_camera,CLEAN,manual_audit,80,1,1
Electronics,local_a2bb63192dfb28247236,projection_screen,CLEAN,manual_audit,1999,1,1
Electronics,local_3add5438e237f4e36d43,projector_case,CLEAN,manual_audit,27,2,2
Electronics,local_1684280e71aed6ce0d81,projector_lamp,CLEAN,manual_audit,2763,2,2
Electronics,local_8736ef92b36b9930252f,projector_mount,CLEAN,manual_audit,776,1,1
Electronics,local_f3848c3e267436dcc51e,projector_remote_control,CLEAN,manual_audit,97,1,1
Electronics,local_6f5fd7eed305f04d5453,projector_tv_lamp,CLEAN,manual_audit,3955,1,1
Electronics,local_c36bbbd091e811568fe6,qled_tv,CLEAN,manual_audit,266,1,1
Electronics,local_edb88dd3620f881e97f6,radar_detector,CLEAN,manual_audit,490,1,1
Electronics,local_57d008d19a62f419c593,radar_detector_mount,CLEAN,manual_audit,199,1,1
Electronics,local_4b2f9aff9a99e2aebcc3,radio_antenna,CLEAN,manual_audit,1738,2,2
Electronics,local_9620ab80bab9ae71234a,radio_battery,CLEAN,manual_audit,379,1,1
Electronics,local_9a81d2fca22d6caf1314,radio_headset,CLEAN,manual_audit,2569,1,1
Electronics,local_ee5f16ff74af1cfef1d1,radio_scanner,CLEAN,manual_audit,99,1,1
Electronics,local_6397e0ae463b7d26cc23,radio_tuner,CLEAN,manual_audit,27,1,1
Electronics,local_86a391296af1ddaf961b,raid_controller,CLEAN,manual_audit,197,1,1
Electronics,local_64494c5dad0c329ff4c3,rangefinder_camera,CLEAN,manual_audit,16,1,1
Electronics,local_8172c08755f3bc78f669,rca_cable,CLEAN,manual_audit,1431,1,1
Electronics,local_88436786a0b517166430,reading_light,CLEAN,manual_audit,122,1,1
Electronics,local_200526d0ccadd8714d6f,record_cleaner,CLEAN,manual_audit,216,1,1
Electronics,local_074e52f1653a204c6b7d,record_storage,CLEAN,manual_audit,162,1,1
Electronics,local_2285ec6adc15fa849e85,remote_case,CLEAN,manual_audit,25,2,2
Electronics,local_4e8f6e2d69e30f943cc4,remote_control_extender,CLEAN,manual_audit,494,1,1
Electronics,local_45c5e5f058b44e5b6d8e,rf_modulator,CLEAN,manual_audit,59,1,1
Electronics,local_d3e913f5f78da22230d1,ring_light,CLEAN,manual_audit,1492,2,2
Electronics,local_0ff680091397c2678930,s_video_cable,CLEAN,manual_audit,122,1,1
Electronics,local_f1834702071b01913bef,sata_cable,CLEAN,manual_audit,528,1,1
Electronics,local_77f1568e5f1af7d7a1a2,satellite_dish,CLEAN,manual_audit,137,2,2
Electronics,local_b5a6c8542e950b792dc3,satellite_finder,CLEAN,manual_audit,103,1,1
Electronics,local_1d36773118764b1e2b3a,satellite_mount,CLEAN,manual_audit,42,2,2
Electronics,local_0572c9cc2622d5d05575,satellite_radio,CLEAN,manual_audit,295,1,1
Electronics,local_9af9ba630341ad333bc3,satellite_receiver,CLEAN,manual_audit,207,1,1
Electronics,local_6731e37bf1b62756ca75,satellite_speaker,CLEAN,manual_audit,55,2,2
Electronics,local_398877d85024dfd2cab0,screen_cleaner,CLEAN,manual_audit,426,1,1
Electronics,local_05201aa148d2a559cb02,screen_protector,CLEAN,manual_audit,15590,21,21
Electronics,local_8b2ce408a711e34d78ed,scsi_cable,CLEAN,manual_audit,18,1,1
Electronics,local_1f630e8ec0923f01e623,sd_card,CLEAN,manual_audit,2177,3,3
Electronics,local_6bee82771bdf5d0d056c,security_alarm,CLEAN,manual_audit,764,1,1
Electronics,local_171c5804a05ae30ff0d7,security_camera_cable,CLEAN,manual_audit,492,1,1
Electronics,local_2422b0f46f9b424f61a3,security_camera_mount,CLEAN,manual_audit,1546,1,1
Electronics,local_177c3121efca04aa8464,security_dvr,CLEAN,manual_audit,15,1,1
Electronics,local_83b29c9087867ff0bf4f,security_dvr_nvr_system,CLEAN,manual_audit,238,1,1
Electronics,local_d736f4cf4a32bda31cb0,security_monitor,CLEAN,manual_audit,229,2,2
Electronics,local_1efc709b747d10e43637,serial_adapter,CLEAN,manual_audit,372,1,1
Electronics,local_dbf55916c6e051bec8ce,serial_cable,CLEAN,manual_audit,248,1,1
Electronics,local_1407f5c8b6ca5acdb4c2,serial_port_card,CLEAN,manual_audit,35,1,1
Electronics,local_634ae7c7d9047b92aaca,server,CLEAN,manual_audit,528,1,1
Electronics,local_a7c190236a29c521e38f,server_rack,CLEAN,manual_audit,484,1,1
Electronics,local_237a3c295411957bda97,shortwave_radio,CLEAN,manual_audit,470,1,1
Electronics,local_34e0d6b2c5f338a71b6e,shower_radio,CLEAN,manual_audit,107,1,1
Electronics,local_2136ac2a4a971bc6aa32,shutter_release_cord,CLEAN,manual_audit,568,1,1
Electronics,local_8220790887c878943bbe,signal_amplifier,CLEAN,manual_audit,32,1,1
Electronics,local_3afec37debd48588f5f2,signal_splitter,CLEAN,manual_audit,630,2,2
Electronics,local_fe6bcaac62f07bfb997f,signature_pad,CLEAN,manual_audit,11,1,1
Electronics,local_4a2317f346ed739ce5b8,single_board_computer,CLEAN,manual_audit,3548,1,1
Electronics,local_ea896ef681dd9b99d257,single_use_camera,CLEAN,manual_audit,137,1,1
Electronics,local_78f3c4303aa1f684de6c,siren,CLEAN,manual_audit,976,1,1
Electronics,local_51bae00e3e54428ce0ba,skin_sticker,CLEAN,manual_audit,11,1,1
Electronics,local_1a0bdae55431fb5906bb,sleep_headphones,CLEAN,manual_audit,205,1,1
Electronics,local_fa247d31ef88484044be,slide_projector,CLEAN,manual_audit,23,1,1
Electronics,local_f034fc1a855d3cabfbb4,slr_camera,CLEAN,manual_audit,184,1,1
Electronics,local_76fcab50edd9389c502f,smart_glasses,CLEAN,manual_audit,202,1,1
Electronics,local_09fc5eb3c66ce2d62a58,smart_ring,CLEAN,manual_audit,64,1,1
Electronics,local_4313442899da548874e8,smartmedia_card,CLEAN,manual_audit,29,1,1
Electronics,local_05425f47bc5895bb0dca,smartwatch,CLEAN,manual_audit,6433,5,5
Electronics,local_642257fcb412fb760a76,soft_box,CLEAN,manual_audit,1773,1,1
Electronics,local_b3f0293f5d5120904766,solid_state_drive,CLEAN,manual_audit,2350,1,1
Electronics,local_1b758f76c5f2abf7c99f,sound_bar,CLEAN,manual_audit,1874,2,2
Electronics,local_798b5e396c54e53884eb,sound_card,CLEAN,manual_audit,317,1,1
Electronics,local_5206db610c3225542b19,speaker_adapter,CLEAN,manual_audit,42,2,2
Electronics,local_ef375b5cd5c3245ca067,speaker_battery,CLEAN,manual_audit,24,1,1
Electronics,local_3e9db17ae9a19c27eeef,speaker_box,CLEAN,manual_audit,15,1,1
Electronics,local_de641b5771cbedcf0270,speaker_box_carpet,CLEAN,manual_audit,15,1,1
Electronics,local_115003ac8f166b7ad2e9,speaker_case,CLEAN,manual_audit,191,3,3
Electronics,local_d503b05104f4efababef,speaker_connector,CLEAN,manual_audit,11,1,1
Electronics,local_ea846a941216afe98562,speaker_grill,CLEAN,manual_audit,308,1,1
Electronics,local_1803e8575d109e681b44,speaker_grill_cloth,CLEAN,manual_audit,69,1,1
Electronics,local_bc986aceb6bdb88e83f1,speaker_handle,CLEAN,manual_audit,9,1,1
Electronics,local_b7848f59a1592d0eca80,speaker_harness,CLEAN,manual_audit,59,1,1
Electronics,local_3502bff8c4e0f7ac3eaf,speaker_mount,CLEAN,manual_audit,571,1,1
Electronics,local_ce6ccc16656339ffeadb,speaker_phone,CLEAN,manual_audit,93,1,1
Electronics,local_aeaf35e1f2a559f62908,speaker_port_tube,CLEAN,manual_audit,48,2,2
Electronics,local_182965ae5a5eab803745,speaker_repair_kit,CLEAN,manual_audit,481,1,1
Electronics,local_3872ccbe8420e59f7e30,speaker_spike,CLEAN,manual_audit,88,1,1
Electronics,local_b47811676d0fe8d2a6f4,speaker_stand,CLEAN,manual_audit,259,3,3
Electronics,local_677356c264759590d875,step_down_ring,CLEAN,manual_audit,82,1,1
Electronics,local_8b78446782887d0a9718,step_up_ring,CLEAN,manual_audit,221,1,1
Electronics,local_cd0588aa8aae22f9f2b6,stereo_dash_kit,CLEAN,manual_audit,927,1,1
Electronics,local_0e6368afb42050cadbd6,stereo_microscope,CLEAN,manual_audit,408,1,1
Electronics,local_51a58f1d08792eb6f46f,stereo_shelf_system,CLEAN,manual_audit,588,1,1
Electronics,local_a0840ebd53f5bf397e72,storage_controller_card,CLEAN,manual_audit,189,1,1
Electronics,local_d62763c37511fb0e4a9e,streaming_media_player,CLEAN,manual_audit,1166,1,1
Electronics,local_5c59f3bb9674f10902b9,strobe_slave,CLEAN,manual_audit,10,1,1
Electronics,local_190dd95e39704764269a,studio_lighting,CLEAN,manual_audit,235,3,3
Electronics,local_a43fa0e8cc51e18b3724,studio_sandbag,CLEAN,manual_audit,106,1,1
Electronics,local_096a12631d210508ab2a,studio_strobe_light,CLEAN,manual_audit,468,1,1
Electronics,local_3e7788c01552456c61a1,subwoofer,CLEAN,manual_audit,1190,4,4
Electronics,local_51b8bacc11e676f36730,subwoofer_cable,CLEAN,manual_audit,122,1,1
Electronics,local_2c7e99acd31200a4deaa,subwoofer_enclosure,CLEAN,manual_audit,1082,1,1
Electronics,local_6141d37c428bc2aab716,sunglasses,CLEAN,manual_audit,33,1,1
Electronics,local_18972d690fcf1ac1c0e7,surge_protector,CLEAN,manual_audit,1880,3,3
Electronics,local_2e545825cb24ce8b980d,surround_sound_system,CLEAN,manual_audit,405,1,1
Electronics,local_9bd5201cb42c08377e84,switching_power_supply,CLEAN,manual_audit,177,1,1
Electronics,local_25f7c9514c977f31d492,tablet,CLEAN,manual_audit,6123,9,9
Electronics,local_6f285c78819adadaf860,tablet_bag,CLEAN,manual_audit,47,2,2
Electronics,local_0d956dd5880937ae1170,tablet_battery,CLEAN,manual_audit,414,2,2
Electronics,local_11ab36f7e7a1a06e2261,tablet_case,CLEAN,manual_audit,7702,14,14
Electronics,local_c364437a4ee53fb7ec68,tablet_charger,CLEAN,manual_audit,225,1,1
Electronics,local_fe1f05e809460472b054,tablet_glove,CLEAN,manual_audit,105,1,1
Electronics,local_1ba069305df4956179ec,tablet_keyboard,CLEAN,manual_audit,250,2,2
Electronics,local_3e7a1868ba21454b043a,tablet_keyboard_case,CLEAN,manual_audit,4310,2,2
Electronics,local_431fecc3ee77788089bc,tablet_mount,CLEAN,manual_audit,327,1,1
Electronics,local_1758adc5b203413443df,tablet_screen_protector,CLEAN,manual_audit,16,3,3
Electronics,local_f1fc7b57ccbf4d0e73d1,tablet_screen_replacement,CLEAN,manual_audit,41,1,1
Electronics,local_1639fb82cd90ff9285a8,tablet_sleeve,CLEAN,manual_audit,886,1,1
Electronics,local_4c48fecc83c2e2c74cd0,tablet_stand,CLEAN,manual_audit,3023,3,3
Electronics,local_55eb84972603a9ac471f,tabletop_tripod,CLEAN,manual_audit,27,1,1
Electronics,local_3adf83de3e7bcb71db81,tape_drive,CLEAN,manual_audit,33,1,1
Electronics,local_7e765bbf1256f9eb5c85,telephone_cord,CLEAN,manual_audit,910,1,1
Electronics,local_be37f4925159b6eacdef,telephone_headset,CLEAN,manual_audit,1255,1,1
Electronics,local_a8706ebe6475f0d7b2d1,teleprompter,CLEAN,manual_audit,162,1,1
Electronics,local_277e0c7b0b9b6916bc4a,telescope,CLEAN,manual_audit,1665,5,5
Electronics,local_ef267f504e215d62b217,telescope_camera_adapter,CLEAN,manual_audit,99,1,1
Electronics,local_3b893e9265ea76fc7b55,telescope_case,CLEAN,manual_audit,36,1,1
Electronics,local_bdbb17431dd6580b0cf0,telescope_dew_shield,CLEAN,manual_audit,73,1,1
Electronics,local_2bb20aef712d51c5c75a,telescope_diagonal,CLEAN,manual_audit,34,1,1
Electronics,local_1ac2fe797a68400fdc5a,telescope_eyepiece,CLEAN,manual_audit,598,1,1
Electronics,local_05a43ef0c9b98bac4ceb,telescope_filter,CLEAN,manual_audit,188,2,2
Electronics,local_d4ec134e756781c53632,telescope_finder_scope,CLEAN,manual_audit,119,1,1
Electronics,local_fc644be66f7db4e4bf61,thermal_pad,CLEAN,manual_audit,88,1,1
Electronics,local_3b1aa9e12d3631980490,thermal_paste,CLEAN,manual_audit,179,2,2
Electronics,local_287ab456f23376d81811,thunderbolt_cable,CLEAN,manual_audit,157,1,1
Electronics,local_1fd319918362770e081e,tmc_receiver,CLEAN,manual_audit,24,1,1
Electronics,local_dd61e4a1190fb3ebd170,touchpad,CLEAN,manual_audit,255,1,1
Electronics,local_c6b51c0aa60a752becb9,trackball,CLEAN,manual_audit,155,1,1
Electronics,local_3f812bc7423c751de1b3,tripod_case,CLEAN,manual_audit,117,1,1
Electronics,local_8ddaf0de7b83116eebd6,tripod_center_column,CLEAN,manual_audit,16,1,1
Electronics,local_f9678cec9d00d2f8555a,tripod_head,CLEAN,manual_audit,1101,1,1
Electronics,local_0a5f62ad38c8f7e1abb2,tripod_legs,CLEAN,manual_audit,41,1,1
Electronics,local_9a74ef48b7e2b4e1c165,tripod_mount_ring,CLEAN,manual_audit,191,1,1
